state,month,year,number,date
Pará,Novembro,1999,35,1/1/1999
Pará,Novembro,2000,35,1/1/2000
Pará,Novembro,2001,35,1/1/2001
Pará,Novembro,2002,35,1/1/2002
Pará,Novembro,2003,35,1/1/2003
Pará,Novembro,2004,35,1/1/2004
Pará,Novembro,2005,35,1/1/2005
Pará,Novembro,2006,35,1/1/2006
Pará,Novembro,2007,35,1/1/2007
Pará,Novembro,2008,35,1/1/2008
Pará,Novembro,2009,35,1/1/2009
Pará,Novembro,2010,35,1/1/2010
Pará,Novembro,2011,35,1/1/2011
Pará,Novembro,2012,35,1/1/2012
Pará,Novembro,2013,35,1/1/2013
Pará,Novembro,2014,35,1/1/2014
Pará,Novembro,2015,35,1/1/2015
Pará,Novembro,2016,35,1/1/2016
Pará,Novembro,2017,35,1/1/2017
Pará,Dezembro,1998,35,1/1/1998
Pará,Dezembro,1999,36,1/1/1999
Pará,Dezembro,2000,36,1/1/2000
Pará,Dezembro,2001,36,1/1/2001
Pará,Dezembro,2002,36,1/1/2002
Pará,Dezembro,2003,36,1/1/2003
Pará,Dezembro,2004,36,1/1/2004
Pará,Dezembro,2005,36,1/1/2005
Pará,Dezembro,2006,36,1/1/2006
Pará,Dezembro,2007,36,1/1/2007
Pará,Dezembro,2008,36,1/1/2008
Pará,Dezembro,2009,36,1/1/2009
Pará,Dezembro,2010,36,1/1/2010
Pará,Dezembro,2011,36,1/1/2011
Pará,Dezembro,2012,36,1/1/2012
Pará,Dezembro,2013,36,1/1/2013
Pará,Dezembro,2014,36,1/1/2014
Pará,Dezembro,2015,36,1/1/2015
Pará,Dezembro,2016,36,1/1/2016
Paraiba,Janeiro,1999,36,1/1/1999
Paraiba,Janeiro,2001,36,1/1/2001
Paraiba,Janeiro,2002,36,1/1/2002
Paraiba,Janeiro,2003,36,1/1/2003
Paraiba,Janeiro,2004,36,1/1/2004
Paraiba,Janeiro,2005,36,1/1/2005
Paraiba,Janeiro,2006,36,1/1/2006
Paraiba,Janeiro,2007,36,1/1/2007
Paraiba,Janeiro,2008,36,1/1/2008
Paraiba,Janeiro,2009,36,1/1/2009
Paraiba,Janeiro,2010,36,1/1/2010
Paraiba,Janeiro,2011,36,1/1/2011
Paraiba,Janeiro,2012,36,1/1/2012
Paraiba,Janeiro,2013,36,1/1/2013
Paraiba,Janeiro,2014,36,1/1/2014
Paraiba,Janeiro,2015,36,1/1/2015
Paraiba,Janeiro,2016,37,1/1/2016
Paraiba,Janeiro,2017,37,1/1/2017
Paraiba,Fevereiro,1999,37,1/1/1999
Paraiba,Fevereiro,2000,37,1/1/2000
Paraiba,Fevereiro,2001,37,1/1/2001
Paraiba,Fevereiro,2002,37,1/1/2002
Paraiba,Fevereiro,2003,37,1/1/2003
Paraiba,Fevereiro,2004,37,1/1/2004
Paraiba,Fevereiro,2005,37,1/1/2005
Paraiba,Fevereiro,2006,37,1/1/2006
Paraiba,Fevereiro,2007,37,1/1/2007
Paraiba,Fevereiro,2008,37,1/1/2008
Paraiba,Fevereiro,2009,37,1/1/2009
Paraiba,Fevereiro,2010,37,1/1/2010
Paraiba,Fevereiro,2011,37,1/1/2011
Paraiba,Fevereiro,2012,37,1/1/2012
Paraiba,Fevereiro,2013,37,1/1/2013
Paraiba,Fevereiro,2014,37,1/1/2014
Paraiba,Fevereiro,2015,37,1/1/2015
Paraiba,Fevereiro,2016,37,1/1/2016
Paraiba,Fevereiro,2017,37,1/1/2017
Paraiba,Março,1999,37,1/1/1999
Paraiba,Março,2000,37,1/1/2000
Paraiba,Março,2002,37,1/1/2002
Paraiba,Março,2004,37,1/1/2004
Paraiba,Março,2005,37,1/1/2005
Paraiba,Março,2006,37,1/1/2006
Paraiba,Março,2007,37,1/1/2007
Paraiba,Março,2008,37,1/1/2008
Paraiba,Março,2009,37,1/1/2009
Paraiba,Março,2010,37,1/1/2010
Paraiba,Março,2011,37,1/1/2011
Paraiba,Março,2012,37,1/1/2012
Paraiba,Março,2013,37,1/1/2013
Paraiba,Março,2014,37,1/1/2014
Paraiba,Março,2015,37,1/1/2015
Paraiba,Março,2016,37,1/1/2016
Paraiba,Março,2017,38,1/1/2017
Paraiba,Abril,1999,38,1/1/1999
Paraiba,Abril,2000,38,1/1/2000
Paraiba,Abril,2002,38,1/1/2002
Paraiba,Abril,2004,38,1/1/2004
Paraiba,Abril,2005,38,1/1/2005
Paraiba,Abril,2009,38,1/1/2009
Paraiba,Abril,2010,38,1/1/2010
Paraiba,Abril,2011,38,1/1/2011
Paraiba,Abril,2012,38,1/1/2012
Paraiba,Abril,2013,38,1/1/2013
Paraiba,Abril,2014,38,1/1/2014
Paraiba,Abril,2015,38,1/1/2015
Paraiba,Abril,2016,38,1/1/2016
Paraiba,Abril,2017,38,1/1/2017
Paraiba,Maio,2001,38,1/1/2001
Paraiba,Maio,2002,38,1/1/2002
Paraiba,Maio,2004,38,1/1/2004
Paraiba,Maio,2010,38,1/1/2010
Paraiba,Maio,2012,38,1/1/2012
Paraiba,Maio,2013,38,1/1/2013
Paraiba,Maio,2014,38,1/1/2014
Paraiba,Maio,2015,38,1/1/2015
Paraiba,Maio,2016,38,1/1/2016
Paraiba,Maio,2017,39,1/1/2017
Paraiba,Junho,1998,39,1/1/1998
Paraiba,Junho,1999,39,1/1/1999
Paraiba,Junho,2000,39,1/1/2000
Paraiba,Junho,2002,39,1/1/2002
Paraiba,Junho,2010,39,1/1/2010
Paraiba,Junho,2011,39,1/1/2011
Paraiba,Junho,2012,39,1/1/2012
Paraiba,Junho,2013,39,1/1/2013
Paraiba,Junho,2014,39,1/1/2014
Paraiba,Junho,2016,39,1/1/2016
Paraiba,Julho,1999,39,1/1/1999
Paraiba,Julho,2001,39,1/1/2001
Paraiba,Julho,2002,39,1/1/2002
Paraiba,Julho,2003,39,1/1/2003
Paraiba,Julho,2004,39,1/1/2004
Paraiba,Julho,2006,39,1/1/2006
Paraiba,Julho,2007,39,1/1/2007
Paraiba,Julho,2009,39,1/1/2009
Paraiba,Julho,2010,39,1/1/2010
Paraiba,Julho,2011,39,1/1/2011
Paraiba,Julho,2012,39,1/1/2012
Paraiba,Julho,2013,39,1/1/2013
Paraiba,Julho,2014,40,1/1/2014
Paraiba,Julho,2015,40,1/1/2015
Paraiba,Julho,2016,40,1/1/2016
Paraiba,Julho,2017,40,1/1/2017
Paraiba,Agosto,1998,40,1/1/1998
Paraiba,Agosto,1999,40,1/1/1999
Paraiba,Agosto,2000,40,1/1/2000
Paraiba,Agosto,2001,40,1/1/2001
Paraiba,Agosto,2002,40,1/1/2002
Paraiba,Agosto,2003,40,1/1/2003
Paraiba,Agosto,2004,40,1/1/2004
Paraiba,Agosto,2006,40,1/1/2006
Paraiba,Agosto,2007,40,1/1/2007
Paraiba,Agosto,2008,40,1/1/2008
Paraiba,Agosto,2009,40,1/1/2009
Paraiba,Agosto,2010,40,1/1/2010
Paraiba,Agosto,2011,40,1/1/2011
Paraiba,Agosto,2012,40,1/1/2012
Paraiba,Agosto,2013,40,1/1/2013
Paraiba,Agosto,2014,40,1/1/2014
Paraiba,Agosto,2015,40,1/1/2015
Paraiba,Agosto,2016,40,1/1/2016
Paraiba,Agosto,2017,40,1/1/2017
Paraiba,Setembro,1998,40,1/1/1998
Paraiba,Setembro,1999,41,1/1/1999
Paraiba,Setembro,2000,41,1/1/2000
Paraiba,Setembro,2001,41,1/1/2001
Paraiba,Setembro,2002,41,1/1/2002
Paraiba,Setembro,2003,41,1/1/2003
Paraiba,Setembro,2004,41,1/1/2004
Paraiba,Setembro,2005,41,1/1/2005
Paraiba,Setembro,2006,41,1/1/2006
Paraiba,Setembro,2007,41,1/1/2007
Paraiba,Setembro,2008,41,1/1/2008
Paraiba,Setembro,2009,41,1/1/2009
Paraiba,Setembro,2010,41,1/1/2010
Paraiba,Setembro,2011,41,1/1/2011
Paraiba,Setembro,2012,41,1/1/2012
Paraiba,Setembro,2013,41,1/1/2013
Paraiba,Setembro,2014,41,1/1/2014
Paraiba,Setembro,2015,41,1/1/2015
Paraiba,Setembro,2016,41,1/1/2016
Paraiba,Setembro,2017,41,1/1/2017
Paraiba,Outubro,1998,41,1/1/1998
Paraiba,Outubro,1999,41,1/1/1999
Paraiba,Outubro,2000,41,1/1/2000
Paraiba,Outubro,2001,41,1/1/2001
Paraiba,Outubro,2002,41,1/1/2002
Paraiba,Outubro,2003,41,1/1/2003
Paraiba,Outubro,2004,42,1/1/2004
Paraiba,Outubro,2005,42,1/1/2005
Paraiba,Outubro,2006,42,1/1/2006
Paraiba,Outubro,2007,42,1/1/2007
Paraiba,Outubro,2008,42,1/1/2008
Paraiba,Outubro,2009,42,1/1/2009
Paraiba,Outubro,2010,42,1/1/2010
Paraiba,Outubro,2011,42,1/1/2011
Paraiba,Outubro,2012,42,1/1/2012
Paraiba,Outubro,2013,42,1/1/2013
Paraiba,Outubro,2014,42,1/1/2014
Paraiba,Outubro,2015,42,1/1/2015
Paraiba,Outubro,2016,42,1/1/2016
Paraiba,Outubro,2017,42,1/1/2017
Paraiba,Novembro,1998,42,1/1/1998
Paraiba,Novembro,1999,42,1/1/1999
Paraiba,Novembro,2000,42,1/1/2000
Paraiba,Novembro,2001,42,1/1/2001
Paraiba,Novembro,2002,42,1/1/2002
Paraiba,Novembro,2003,42,1/1/2003
Paraiba,Novembro,2004,42,1/1/2004
Paraiba,Novembro,2005,42,1/1/2005
Paraiba,Novembro,2006,42,1/1/2006
Paraiba,Novembro,2007,42,1/1/2007
Paraiba,Novembro,2008,42,1/1/2008
Paraiba,Novembro,2009,42,1/1/2009
Paraiba,Novembro,2010,42,1/1/2010
Paraiba,Novembro,2011,42,1/1/2011
Paraiba,Novembro,2012,42,1/1/2012
Paraiba,Novembro,2013,42,1/1/2013
Paraiba,Novembro,2014,43,1/1/2014
Paraiba,Novembro,2015,43,1/1/2015
Paraiba,Novembro,2016,43,1/1/2016
Paraiba,Novembro,2017,43,1/1/2017
Paraiba,Dezembro,1998,43,1/1/1998
Paraiba,Dezembro,1999,43,1/1/1999
Paraiba,Dezembro,2000,43,1/1/2000
Paraiba,Dezembro,2001,43,1/1/2001
Paraiba,Dezembro,2002,43,1/1/2002
Paraiba,Dezembro,2003,43,1/1/2003
Paraiba,Dezembro,2004,43,1/1/2004
Paraiba,Dezembro,2005,43,1/1/2005
Paraiba,Dezembro,2006,43,1/1/2006
Paraiba,Dezembro,2007,43,1/1/2007
Paraiba,Dezembro,2008,43,1/1/2008
Paraiba,Dezembro,2009,43,1/1/2009
Paraiba,Dezembro,2010,43,1/1/2010
Paraiba,Dezembro,2011,43,1/1/2011
Paraiba,Dezembro,2012,43,1/1/2012
Paraiba,Dezembro,2013,43,1/1/2013
Paraiba,Dezembro,2014,43,1/1/2014
Paraiba,Dezembro,2015,43,1/1/2015
Paraiba,Dezembro,2016,43,1/1/2016
Paraiba,Janeiro,1999,43,1/1/1999
Paraiba,Janeiro,2000,43,1/1/2000
Paraiba,Janeiro,2001,44,1/1/2001
Paraiba,Janeiro,2002,44,1/1/2002
Paraiba,Janeiro,2003,44,1/1/2003
Paraiba,Janeiro,2004,44,1/1/2004
Paraiba,Janeiro,2005,44,1/1/2005
Paraiba,Janeiro,2006,44,1/1/2006
Paraiba,Janeiro,2007,44,1/1/2007
Paraiba,Janeiro,2008,44,1/1/2008
Paraiba,Janeiro,2009,44,1/1/2009
Paraiba,Janeiro,2010,44,1/1/2010
Paraiba,Janeiro,2011,44,1/1/2011
Paraiba,Janeiro,2012,44,1/1/2012
Paraiba,Janeiro,2013,44,1/1/2013
Paraiba,Janeiro,2014,44,1/1/2014
Paraiba,Janeiro,2015,44,1/1/2015
Paraiba,Janeiro,2016,44,1/1/2016
Paraiba,Janeiro,2017,44,1/1/2017
Paraiba,Fevereiro,1999,44,1/1/1999
Paraiba,Fevereiro,2000,44,1/1/2000
Paraiba,Fevereiro,2001,44,1/1/2001
Paraiba,Fevereiro,2002,44,1/1/2002
Paraiba,Fevereiro,2003,44,1/1/2003
Paraiba,Fevereiro,2004,44,1/1/2004
Paraiba,Fevereiro,2005,44,1/1/2005
Paraiba,Fevereiro,2006,45,1/1/2006
Paraiba,Fevereiro,2007,45,1/1/2007
Paraiba,Fevereiro,2008,45,1/1/2008
Paraiba,Fevereiro,2009,45,1/1/2009
Paraiba,Fevereiro,2010,45,1/1/2010
Paraiba,Fevereiro,2011,45,1/1/2011
Paraiba,Fevereiro,2012,45,1/1/2012
Paraiba,Fevereiro,2013,45,1/1/2013
Paraiba,Fevereiro,2014,45,1/1/2014
Paraiba,Fevereiro,2015,45,1/1/2015
Paraiba,Fevereiro,2016,45,1/1/2016
Paraiba,Fevereiro,2017,45,1/1/2017
Paraiba,Março,1999,45,1/1/1999
Paraiba,Março,2000,45,1/1/2000
Paraiba,Março,2001,45,1/1/2001
Paraiba,Março,2002,45,1/1/2002
Paraiba,Março,2003,45,1/1/2003
Paraiba,Março,2004,45,1/1/2004
Paraiba,Março,2005,45,1/1/2005
Paraiba,Março,2006,45,1/1/2006
Paraiba,Março,2007,45,1/1/2007
Paraiba,Março,2008,45,1/1/2008
Paraiba,Março,2009,45,1/1/2009
Paraiba,Março,2010,45,1/1/2010
Paraiba,Março,2011,45,1/1/2011
Paraiba,Março,2012,45,1/1/2012
Paraiba,Março,2013,45,1/1/2013
Paraiba,Março,2014,45,1/1/2014
Paraiba,Março,2015,46,1/1/2015
Paraiba,Março,2016,46,1/1/2016
Paraiba,Março,2017,46,1/1/2017
Paraiba,Abril,1999,46,1/1/1999
Paraiba,Abril,2000,46,1/1/2000
Paraiba,Abril,2001,46,1/1/2001
Paraiba,Abril,2002,46,1/1/2002
Paraiba,Abril,2003,46,1/1/2003
Paraiba,Abril,2004,46,1/1/2004
Paraiba,Abril,2005,46,1/1/2005
Paraiba,Abril,2006,46,1/1/2006
Paraiba,Abril,2007,46,1/1/2007
Paraiba,Abril,2008,46,1/1/2008
Paraiba,Abril,2009,46,1/1/2009
Paraiba,Abril,2010,46,1/1/2010
Paraiba,Abril,2011,46,1/1/2011
Paraiba,Abril,2012,46,1/1/2012
Paraiba,Abril,2013,46,1/1/2013
Paraiba,Abril,2014,46,1/1/2014
Paraiba,Abril,2015,46,1/1/2015
Paraiba,Abril,2016,46,1/1/2016
Paraiba,Abril,2017,46,1/1/2017
Paraiba,Maio,1999,46,1/1/1999
Paraiba,Maio,2000,46,1/1/2000
Paraiba,Maio,2001,46,1/1/2001
Paraiba,Maio,2002,47,1/1/2002
Paraiba,Maio,2003,47,1/1/2003
Paraiba,Maio,2004,47,1/1/2004
Paraiba,Maio,2005,47,1/1/2005
Paraiba,Maio,2006,47,1/1/2006
Paraiba,Maio,2007,47,1/1/2007
Paraiba,Maio,2008,47,1/1/2008
Paraiba,Maio,2009,47,1/1/2009
Paraiba,Maio,2010,47,1/1/2010
Paraiba,Maio,2011,47,1/1/2011
Paraiba,Maio,2012,47,1/1/2012
Paraiba,Maio,2013,47,1/1/2013
Paraiba,Maio,2014,47,1/1/2014
Paraiba,Maio,2015,47,1/1/2015
Paraiba,Maio,2016,47,1/1/2016
Paraiba,Maio,2017,47,1/1/2017
Paraiba,Junho,1998,47,1/1/1998
Paraiba,Junho,1999,47,1/1/1999
Paraiba,Junho,2000,47,1/1/2000
Paraiba,Junho,2001,47,1/1/2001
Paraiba,Junho,2002,47,1/1/2002
Paraiba,Junho,2003,47,1/1/2003
Paraiba,Junho,2004,47,1/1/2004
Paraiba,Junho,2005,47,1/1/2005
Paraiba,Junho,2006,47,1/1/2006
Paraiba,Junho,2007,48,1/1/2007
Paraiba,Junho,2008,48,1/1/2008
Paraiba,Junho,2009,48,1/1/2009
Paraiba,Junho,2010,48,1/1/2010
Paraiba,Junho,2011,48,1/1/2011
Paraiba,Junho,2012,48,1/1/2012
Paraiba,Junho,2013,48,1/1/2013
Paraiba,Junho,2014,48,1/1/2014
Paraiba,Junho,2015,48,1/1/2015
Paraiba,Junho,2016,48,1/1/2016
Paraiba,Junho,2017,48,1/1/2017
Paraiba,Julho,1998,48,1/1/1998
Paraiba,Julho,1999,48,1/1/1999
Paraiba,Julho,2000,48,1/1/2000
Paraiba,Julho,2001,48,1/1/2001
Paraiba,Julho,2002,48,1/1/2002
Paraiba,Julho,2003,48,1/1/2003
Paraiba,Julho,2004,48,1/1/2004
Paraiba,Julho,2005,48,1/1/2005
Paraiba,Julho,2006,48,1/1/2006
Paraiba,Julho,2007,49,1/1/2007
Paraiba,Julho,2008,49,1/1/2008
Paraiba,Julho,2009,49,1/1/2009
Paraiba,Julho,2010,49,1/1/2010
Paraiba,Julho,2011,49,1/1/2011
Paraiba,Julho,2012,49,1/1/2012
Paraiba,Julho,2013,49,1/1/2013
Paraiba,Julho,2014,49,1/1/2014
Paraiba,Julho,2015,49,1/1/2015
Paraiba,Julho,2016,49,1/1/2016
Paraiba,Julho,2017,49,1/1/2017
Paraiba,Agosto,1998,49,1/1/1998
Paraiba,Agosto,1999,49,1/1/1999
Paraiba,Agosto,2000,49,1/1/2000
Paraiba,Agosto,2001,49,1/1/2001
Paraiba,Agosto,2002,49,1/1/2002
Paraiba,Agosto,2003,49,1/1/2003
Paraiba,Agosto,2004,49,1/1/2004
Paraiba,Agosto,2005,49,1/1/2005
Paraiba,Agosto,2006,49,1/1/2006
Paraiba,Agosto,2007,49,1/1/2007
Paraiba,Agosto,2008,50,1/1/2008
Paraiba,Agosto,2009,50,1/1/2009
Paraiba,Agosto,2010,50,1/1/2010
Paraiba,Agosto,2011,50,1/1/2011
Paraiba,Agosto,2012,50,1/1/2012
Paraiba,Agosto,2013,50,1/1/2013
Paraiba,Agosto,2014,50,1/1/2014
Paraiba,Agosto,2015,50,1/1/2015
Paraiba,Agosto,2016,50,1/1/2016
Paraiba,Agosto,2017,50,1/1/2017
Paraiba,Setembro,1998,50,1/1/1998
Paraiba,Setembro,1999,50,1/1/1999
Paraiba,Setembro,2000,50,1/1/2000
Paraiba,Setembro,2001,50,1/1/2001
Paraiba,Setembro,2002,50,1/1/2002
Paraiba,Setembro,2003,50,1/1/2003
Paraiba,Setembro,2004,50,1/1/2004
Paraiba,Setembro,2005,50,1/1/2005
Paraiba,Setembro,2006,50,1/1/2006
Paraiba,Setembro,2007,50,1/1/2007
Paraiba,Setembro,2008,50,1/1/2008
Paraiba,Setembro,2009,50,1/1/2009
Paraiba,Setembro,2010,51,1/1/2010
Paraiba,Setembro,2011,51,1/1/2011
Paraiba,Setembro,2012,51,1/1/2012
Paraiba,Setembro,2013,51,1/1/2013
Paraiba,Setembro,2014,51,1/1/2014
Paraiba,Setembro,2015,51,1/1/2015
Paraiba,Setembro,2016,51,1/1/2016
Paraiba,Setembro,2017,51,1/1/2017
Paraiba,Outubro,1998,51,1/1/1998
Paraiba,Outubro,1999,51,1/1/1999
Paraiba,Outubro,2000,51,1/1/2000
Paraiba,Outubro,2001,51,1/1/2001
Paraiba,Outubro,2002,51,1/1/2002
Paraiba,Outubro,2003,51,1/1/2003
Paraiba,Outubro,2004,51,1/1/2004
Paraiba,Outubro,2005,52,1/1/2005
Paraiba,Outubro,2006,52,1/1/2006
Paraiba,Outubro,2007,52,1/1/2007
Paraiba,Outubro,2008,52,1/1/2008
Paraiba,Outubro,2009,52,1/1/2009
Paraiba,Outubro,2010,52,1/1/2010
Paraiba,Outubro,2011,52,1/1/2011
Paraiba,Outubro,2012,52,1/1/2012
Paraiba,Outubro,2013,52,1/1/2013
Paraiba,Outubro,2014,52,1/1/2014
Paraiba,Outubro,2015,52,1/1/2015
Paraiba,Outubro,2016,52,1/1/2016
Paraiba,Outubro,2017,52,1/1/2017
Paraiba,Novembro,1998,52,1/1/1998
Paraiba,Novembro,1999,52,1/1/1999
Paraiba,Novembro,2000,52,1/1/2000
Paraiba,Novembro,2001,52,1/1/2001
Paraiba,Novembro,2002,52,1/1/2002
Paraiba,Novembro,2003,52,1/1/2003
Paraiba,Novembro,2004,52,1/1/2004
Paraiba,Novembro,2005,53,1/1/2005
Paraiba,Novembro,2006,53,1/1/2006
Paraiba,Novembro,2007,53,1/1/2007
Paraiba,Novembro,2008,53,1/1/2008
Paraiba,Novembro,2009,53,1/1/2009
Paraiba,Novembro,2010,53,1/1/2010
Paraiba,Novembro,2011,53,1/1/2011
Paraiba,Novembro,2012,53,1/1/2012
Paraiba,Novembro,2013,53,1/1/2013
Paraiba,Novembro,2014,53,1/1/2014
Paraiba,Novembro,2015,53,1/1/2015
Paraiba,Novembro,2016,53,1/1/2016
Paraiba,Novembro,2017,53,1/1/2017
Paraiba,Dezembro,1998,53,1/1/1998
Paraiba,Dezembro,1999,53,1/1/1999
Paraiba,Dezembro,2000,53,1/1/2000
Paraiba,Dezembro,2001,53,1/1/2001
Paraiba,Dezembro,2002,53,1/1/2002
Paraiba,Dezembro,2003,53,1/1/2003
Paraiba,Dezembro,2004,53,1/1/2004
Paraiba,Dezembro,2005,53,1/1/2005
Paraiba,Dezembro,2006,54,1/1/2006
Paraiba,Dezembro,2007,54,1/1/2007
Paraiba,Dezembro,2008,54,1/1/2008
Paraiba,Dezembro,2009,54,1/1/2009
Paraiba,Dezembro,2010,54,1/1/2010
Paraiba,Dezembro,2011,54,1/1/2011
Paraiba,Dezembro,2012,54,1/1/2012
Paraiba,Dezembro,2013,54,1/1/2013
Paraiba,Dezembro,2014,54,1/1/2014
Paraiba,Dezembro,2015,54,1/1/2015
Paraiba,Dezembro,2016,54,1/1/2016
Pernambuco,Janeiro,1999,54,1/1/1999
Pernambuco,Janeiro,2000,54,1/1/2000
Pernambuco,Janeiro,2001,54,1/1/2001
Pernambuco,Janeiro,2002,55,1/1/2002
Pernambuco,Janeiro,2003,55,1/1/2003
Pernambuco,Janeiro,2004,55,1/1/2004
Pernambuco,Janeiro,2005,55,1/1/2005
Pernambuco,Janeiro,2006,55,1/1/2006
Pernambuco,Janeiro,2007,55,1/1/2007
Pernambuco,Janeiro,2008,55,1/1/2008
Pernambuco,Janeiro,2009,55,1/1/2009
Pernambuco,Janeiro,2010,55,1/1/2010
Pernambuco,Janeiro,2011,55,1/1/2011
Pernambuco,Janeiro,2012,55,1/1/2012
Pernambuco,Janeiro,2013,55,1/1/2013
Pernambuco,Janeiro,2014,55,1/1/2014
Pernambuco,Janeiro,2015,55,1/1/2015
Pernambuco,Janeiro,2016,55,1/1/2016
Pernambuco,Janeiro,2017,55,1/1/2017
Pernambuco,Fevereiro,1999,55,1/1/1999
Pernambuco,Fevereiro,2000,55,1/1/2000
Pernambuco,Fevereiro,2001,55,1/1/2001
Pernambuco,Fevereiro,2002,55,1/1/2002
Pernambuco,Fevereiro,2003,55,1/1/2003
Pernambuco,Fevereiro,2004,55,1/1/2004
Pernambuco,Fevereiro,2005,55,1/1/2005
Pernambuco,Fevereiro,2006,56,1/1/2006
Pernambuco,Fevereiro,2007,56,1/1/2007
Pernambuco,Fevereiro,2008,56,1/1/2008
Pernambuco,Fevereiro,2009,56,1/1/2009
Pernambuco,Fevereiro,2010,56,1/1/2010
Pernambuco,Fevereiro,2011,56,1/1/2011
Pernambuco,Fevereiro,2012,56,1/1/2012
Pernambuco,Fevereiro,2013,56,1/1/2013
Pernambuco,Fevereiro,2014,56,1/1/2014
Pernambuco,Fevereiro,2015,56,1/1/2015
Pernambuco,Fevereiro,2016,56,1/1/2016
Pernambuco,Fevereiro,2017,56,1/1/2017
Pernambuco,Março,1999,56,1/1/1999
Pernambuco,Março,2000,56,1/1/2000
Pernambuco,Março,2002,56,1/1/2002
Pernambuco,Março,2003,56,1/1/2003
Pernambuco,Março,2004,56,1/1/2004
Pernambuco,Março,2005,57,1/1/2005
Pernambuco,Março,2006,57,1/1/2006
Pernambuco,Março,2007,57,1/1/2007
Pernambuco,Março,2008,57,1/1/2008
Pernambuco,Março,2009,57,1/1/2009
Pernambuco,Março,2010,57,1/1/2010
Pernambuco,Março,2011,57,1/1/2011
Pernambuco,Março,2012,57,1/1/2012
Pernambuco,Março,2013,57,1/1/2013
Pernambuco,Março,2014,57,1/1/2014
Pernambuco,Março,2015,57,1/1/2015
Pernambuco,Março,2016,57,1/1/2016
Pernambuco,Março,2017,57,1/1/2017
Pernambuco,Abril,1999,57,1/1/1999
Pernambuco,Abril,2000,57,1/1/2000
Pernambuco,Abril,2001,57,1/1/2001
Pernambuco,Abril,2002,58,1/1/2002
Pernambuco,Abril,2003,58,1/1/2003
Pernambuco,Abril,2004,58,1/1/2004
Pernambuco,Abril,2005,58,1/1/2005
Pernambuco,Abril,2006,58,1/1/2006
Pernambuco,Abril,2007,58,1/1/2007
Pernambuco,Abril,2008,58,1/1/2008
Pernambuco,Abril,2009,58,1/1/2009
Pernambuco,Abril,2010,58,1/1/2010
Pernambuco,Abril,2011,58,1/1/2011
Pernambuco,Abril,2012,58,1/1/2012
Pernambuco,Abril,2013,58,1/1/2013
Pernambuco,Abril,2014,58,1/1/2014
Pernambuco,Abril,2015,58,1/1/2015
Pernambuco,Abril,2016,58,1/1/2016
Pernambuco,Abril,2017,58,1/1/2017
Pernambuco,Maio,1999,58,1/1/1999
Pernambuco,Maio,2000,58,1/1/2000
Pernambuco,Maio,2001,58,1/1/2001
Pernambuco,Maio,2002,59,1/1/2002
Pernambuco,Maio,2003,59,1/1/2003
Pernambuco,Maio,2004,59,1/1/2004
Pernambuco,Maio,2005,59,1/1/2005
Pernambuco,Maio,2006,59,1/1/2006
Pernambuco,Maio,2010,59,1/1/2010
Pernambuco,Maio,2011,59,1/1/2011
Pernambuco,Maio,2012,59,1/1/2012
Pernambuco,Maio,2013,59,1/1/2013
Pernambuco,Maio,2014,59,1/1/2014
Pernambuco,Maio,2015,59,1/1/2015
Pernambuco,Maio,2016,59,1/1/2016
Pernambuco,Maio,2017,59,1/1/2017
Pernambuco,Junho,1998,59,1/1/1998
Pernambuco,Junho,1999,59,1/1/1999
Pernambuco,Junho,2000,59,1/1/2000
Pernambuco,Junho,2001,59,1/1/2001
Pernambuco,Junho,2002,59,1/1/2002
Pernambuco,Junho,2003,59,1/1/2003
Pernambuco,Junho,2004,59,1/1/2004
Pernambuco,Junho,2005,59,1/1/2005
Pernambuco,Junho,2007,59,1/1/2007
Pernambuco,Junho,2009,60,1/1/2009
Pernambuco,Junho,2010,60,1/1/2010
Pernambuco,Junho,2011,60,1/1/2011
Pernambuco,Junho,2012,60,1/1/2012
Pernambuco,Junho,2013,60,1/1/2013
Pernambuco,Junho,2014,60,1/1/2014
Pernambuco,Junho,2015,60,1/1/2015
Pernambuco,Junho,2016,60,1/1/2016
Pernambuco,Junho,2017,60,1/1/2017
Pernambuco,Julho,1998,60,1/1/1998
Pernambuco,Julho,1999,60,1/1/1999
Pernambuco,Julho,2001,60,1/1/2001
Pernambuco,Julho,2002,60,1/1/2002
Pernambuco,Julho,2003,60,1/1/2003
Pernambuco,Julho,2004,60,1/1/2004
Pernambuco,Julho,2005,60,1/1/2005
Pernambuco,Julho,2006,60,1/1/2006
Pernambuco,Julho,2007,60,1/1/2007
Pernambuco,Julho,2009,60,1/1/2009
Pernambuco,Julho,2010,60,1/1/2010
Pernambuco,Julho,2011,60,1/1/2011
Pernambuco,Julho,2012,60,1/1/2012
Pernambuco,Julho,2013,60,1/1/2013
Pernambuco,Julho,2014,60,1/1/2014
Pernambuco,Julho,2015,61,1/1/2015
Pernambuco,Julho,2016,61,1/1/2016
Pernambuco,Julho,2017,61,1/1/2017
Pernambuco,Agosto,1998,61,1/1/1998
Pernambuco,Agosto,1999,61,1/1/1999
Pernambuco,Agosto,2000,61,1/1/2000
Pernambuco,Agosto,2001,61,1/1/2001
Pernambuco,Agosto,2002,61,1/1/2002
Pernambuco,Agosto,2003,61,1/1/2003
Pernambuco,Agosto,2004,61,1/1/2004
Pernambuco,Agosto,2005,61,1/1/2005
